"province","industry_name","ioic_code","year","count","industry_code"
"Nova Scotia","Fruit and vegetable preserving and specialty food manufacturing  ","BS31140",2021,8,"3114"
"Nova Scotia","Dairy product manufacturing  ","BS31150",2012,15,"3115"
"Nova Scotia","Dairy product manufacturing  ","BS31150",2013,12,"3115"
"Nova Scotia","Dairy product manufacturing  ","BS31150",2014,4,"3115"
"Nova Scotia","Dairy product manufacturing  ","BS31150",2015,5,"3115"
"Nova Scotia","Dairy product manufacturing  ","BS31150",2016,5,"3115"
"Nova Scotia","Dairy product manufacturing  ","BS31150",2017,6,"3115"
"Nova Scotia","Dairy product manufacturing  ","BS31150",2018,9,"3115"
"Nova Scotia","Dairy product manufacturing  ","BS31150",2019,10,"3115"
"Nova Scotia","Dairy product manufacturing  ","BS31150",2020,7,"3115"
"Nova Scotia","Dairy product manufacturing  ","BS31150",2021,8,"3115"
"Nova Scotia","Meat product manufacturing  ","BS31160",2012,8,"3116"
"Nova Scotia","Meat product manufacturing  ","BS31160",2013,33,"3116"
"Nova Scotia","Meat product manufacturing  ","BS31160",2014,38,"3116"
"Nova Scotia","Meat product manufacturing  ","BS31160",2015,12,"3116"
"Nova Scotia","Meat product manufacturing  ","BS31160",2016,14,"3116"
"Nova Scotia","Meat product manufacturing  ","BS31160",2017,16,"3116"
"Nova Scotia","Meat product manufacturing  ","BS31160",2018,37,"3116"
"Nova Scotia","Meat product manufacturing  ","BS31160",2019,31,"3116"
"Nova Scotia","Meat product manufacturing  ","BS31160",2020,6,"3116"
"Nova Scotia","Meat product manufacturing  ","BS31160",2021,9,"3116"
"Nova Scotia","Seafood product preparation and packaging  ","BS31170",2012,39,"3117"
"Nova Scotia","Seafood product preparation and packaging  ","BS31170",2013,80,"3117"
"Nova Scotia","Seafood product preparation and packaging  ","BS31170",2014,85,"3117"
"Nova Scotia","Seafood product preparation and packaging  ","BS31170",2015,50,"3117"
"Nova Scotia","Seafood product preparation and packaging  ","BS31170",2016,44,"3117"
"Nova Scotia","Seafood product preparation and packaging  ","BS31170",2017,38,"3117"
"Nova Scotia","Seafood product preparation and packaging  ","BS31170",2018,42,"3117"
"Nova Scotia","Seafood product preparation and packaging  ","BS31170",2019,47,"3117"
"Nova Scotia","Seafood product preparation and packaging  ","BS31170",2020,30,"3117"
"Nova Scotia","Seafood product preparation and packaging  ","BS31170",2021,34,"3117"
"Nova Scotia","Miscellaneous food manufacturing  ","BS311A0",2012,10,"311A"
"Nova Scotia","Miscellaneous food manufacturing  ","BS311A0",2013,15,"311A"
"Nova Scotia","Miscellaneous food manufacturing  ","BS311A0",2014,15,"311A"
"Nova Scotia","Miscellaneous food manufacturing  ","BS311A0",2015,21,"311A"
"Nova Scotia","Miscellaneous food manufacturing  ","BS311A0",2016,18,"311A"
"Nova Scotia","Miscellaneous food manufacturing  ","BS311A0",2017,15,"311A"
"Nova Scotia","Miscellaneous food manufacturing  ","BS311A0",2018,19,"311A"
"Nova Scotia","Miscellaneous food manufacturing  ","BS311A0",2019,19,"311A"
"Nova Scotia","Miscellaneous food manufacturing  ","BS311A0",2020,15,"311A"
"Nova Scotia","Miscellaneous food manufacturing  ","BS311A0",2021,16,"311A"
"Nova Scotia","Soft drink and ice manufacturing  ","BS31211",2012,4,"31211"
"Nova Scotia","Soft drink and ice manufacturing  ","BS31211",2013,1,"31211"
"Nova Scotia","Soft drink and ice manufacturing  ","BS31211",2014,2,"31211"
"Nova Scotia","Soft drink and ice manufacturing  ","BS31211",2015,3,"31211"
"Nova Scotia","Soft drink and ice manufacturing  ","BS31211",2016,2,"31211"
"Nova Scotia","Soft drink and ice manufacturing  ","BS31211",2017,1,"31211"
"Nova Scotia","Soft drink and ice manufacturing  ","BS31211",2018,3,"31211"
"Nova Scotia","Soft drink and ice manufacturing  ","BS31211",2019,2,"31211"
"Nova Scotia","Soft drink and ice manufacturing  ","BS31211",2020,1,"31211"
"Nova Scotia","Soft drink and ice manufacturing  ","BS31211",2021,1,"31211"
"Nova Scotia","Breweries  ","BS31212",2012,4,"31212"
"Nova Scotia","Breweries  ","BS31212",2013,3,"31212"
"Nova Scotia","Breweries  ","BS31212",2014,2,"31212"
"Nova Scotia","Breweries  ","BS31212",2015,4,"31212"
"Nova Scotia","Breweries  ","BS31212",2016,5,"31212"
"Nova Scotia","Breweries  ","BS31212",2017,6,"31212"
"Nova Scotia","Breweries  ","BS31212",2018,8,"31212"
"Nova Scotia","Breweries  ","BS31212",2019,11,"31212"
"Nova Scotia","Breweries  ","BS31212",2020,7,"31212"
"Nova Scotia","Breweries  ","BS31212",2021,9,"31212"
"Nova Scotia","Wineries and distilleries  ","BS3121A",2012,1,"3121A"
"Nova Scotia","Wineries and distilleries  ","BS3121A",2013,1,"3121A"
"Nova Scotia","Wineries and distilleries  ","BS3121A",2014,1,"3121A"
"Nova Scotia","Wineries and distilleries  ","BS3121A",2015,1,"3121A"
"Nova Scotia","Wineries and distilleries  ","BS3121A",2016,1,"3121A"
"Nova Scotia","Wineries and distilleries  ","BS3121A",2017,1,"3121A"
"Nova Scotia","Wineries and distilleries  ","BS3121A",2018,2,"3121A"
"Nova Scotia","Wineries and distilleries  ","BS3121A",2019,2,"3121A"
"Nova Scotia","Wineries and distilleries  ","BS3121A",2020,2,"3121A"
"Nova Scotia","Wineries and distilleries  ","BS3121A",2021,2,"3121A"
"Nova Scotia","Tobacco manufacturing  ","BS31220",2012,0,"3122"
"Nova Scotia","Tobacco manufacturing  ","BS31220",2013,0,"3122"
"Nova Scotia","Tobacco manufacturing  ","BS31220",2014,0,"3122"
"Nova Scotia","Tobacco manufacturing  ","BS31220",2015,0,"3122"
"Nova Scotia","Tobacco manufacturing  ","BS31220",2016,0,"3122"
"Nova Scotia","Tobacco manufacturing  ","BS31220",2017,0,"3122"
"Nova Scotia","Tobacco manufacturing  ","BS31220",2018,0,"3122"
"Nova Scotia","Tobacco manufacturing  ","BS31220",2019,0,"3122"
"Nova Scotia","Tobacco manufacturing  ","BS31220",2020,0,"3122"
"Nova Scotia","Tobacco manufacturing  ","BS31220",2021,0,"3122"
"Nova Scotia","Textile and textile product mills  ","BS31A00",2012,5,"31A"
"Nova Scotia","Textile and textile product mills  ","BS31A00",2013,17,"31A"
"Nova Scotia","Textile and textile product mills  ","BS31A00",2014,21,"31A"
"Nova Scotia","Textile and textile product mills  ","BS31A00",2015,8,"31A"
"Nova Scotia","Textile and textile product mills  ","BS31A00",2016,6,"31A"
"Nova Scotia","Textile and textile product mills  ","BS31A00",2017,10,"31A"
"Nova Scotia","Textile and textile product mills  ","BS31A00",2018,4,"31A"
"Nova Scotia","Textile and textile product mills  ","BS31A00",2019,3,"31A"
"Nova Scotia","Textile and textile product mills  ","BS31A00",2020,1,"31A"
"Nova Scotia","Textile and textile product mills  ","BS31A00",2021,1,"31A"
"Nova Scotia","Clothing and leather and allied product manufacturing  ","BS31B00",2012,3,"31B"
"Nova Scotia","Clothing and leather and allied product manufacturing  ","BS31B00",2013,13,"31B"
"Nova Scotia","Clothing and leather and allied product manufacturing  ","BS31B00",2014,1,"31B"
"Nova Scotia","Clothing and leather and allied product manufacturing  ","BS31B00",2015,1,"31B"
"Nova Scotia","Clothing and leather and allied product manufacturing  ","BS31B00",2016,1,"31B"
"Nova Scotia","Clothing and leather and allied product manufacturing  ","BS31B00",2017,2,"31B"
"Nova Scotia","Clothing and leather and allied product manufacturing  ","BS31B00",2018,3,"31B"
"Nova Scotia","Clothing and leather and allied product manufacturing  ","BS31B00",2019,3,"31B"
"Nova Scotia","Clothing and leather and allied product manufacturing  ","BS31B00",2020,1,"31B"
"Nova Scotia","Clothing and leather and allied product manufacturing  ","BS31B00",2021,1,"31B"
"Nova Scotia","Wood product manufacturing  ","BS32100",2012,142,"321"
"Nova Scotia","Wood product manufacturing  ","BS32100",2013,128,"321"
"Nova Scotia","Wood product manufacturing  ","BS32100",2014,167,"321"
"Nova Scotia","Wood product manufacturing  ","BS32100",2015,161,"321"
"Nova Scotia","Wood product manufacturing  ","BS32100",2016,176,"321"
"Nova Scotia","Wood product manufacturing  ","BS32100",2017,187,"321"
"Nova Scotia","Wood product manufacturing  ","BS32100",2018,146,"321"
"Nova Scotia","Wood product manufacturing  ","BS32100",2019,144,"321"
"Nova Scotia","Wood product manufacturing  ","BS32100",2020,128,"321"
"Nova Scotia","Wood product manufacturing  ","BS32100",2021,142,"321"
"Nova Scotia","Pulp, paper and paperboard mills  ","BS32210",2012,1125,"3221"
"Nova Scotia","Pulp, paper and paperboard mills  ","BS32210",2013,714,"3221"
"Nova Scotia","Pulp, paper and paperboard mills  ","BS32210",2014,1094,"3221"
"Nova Scotia","Pulp, paper and paperboard mills  ","BS32210",2015,935,"3221"
"Nova Scotia","Pulp, paper and paperboard mills  ","BS32210",2016,927,"3221"
"Nova Scotia","Pulp, paper and paperboard mills  ","BS32210",2017,929,"3221"
"Nova Scotia","Pulp, paper and paperboard mills  ","BS32210",2018,918,"3221"
"Nova Scotia","Pulp, paper and paperboard mills  ","BS32210",2019,819,"3221"
"Nova Scotia","Pulp, paper and paperboard mills  ","BS32210",2020,1,"3221"
"Nova Scotia","Pulp, paper and paperboard mills  ","BS32210",2021,1,"3221"
"Nova Scotia","Converted paper product manufacturing  ","BS32220",2012,13,"3222"
"Nova Scotia","Converted paper product manufacturing  ","BS32220",2013,13,"3222"
"Nova Scotia","Converted paper product manufacturing  ","BS32220",2014,13,"3222"
"Nova Scotia","Converted paper product manufacturing  ","BS32220",2015,19,"3222"
"Nova Scotia","Converted paper product manufacturing  ","BS32220",2016,17,"3222"
"Nova Scotia","Converted paper product manufacturing  ","BS32220",2017,18,"3222"
"Nova Scotia","Converted paper product manufacturing  ","BS32220",2018,15,"3222"
"Nova Scotia","Converted paper product manufacturing  ","BS32220",2019,14,"3222"
"Nova Scotia","Converted paper product manufacturing  ","BS32220",2020,15,"3222"
"Nova Scotia","Converted paper product manufacturing  ","BS32220",2021,16,"3222"
"Nova Scotia","Printing and related support activities  ","BS32300",2012,4,"323"
"Nova Scotia","Printing and related support activities  ","BS32300",2013,1,"323"
"Nova Scotia","Printing and related support activities  ","BS32300",2014,3,"323"
"Nova Scotia","Printing and related support activities  ","BS32300",2015,3,"323"
"Nova Scotia","Printing and related support activities  ","BS32300",2016,4,"323"
"Nova Scotia","Printing and related support activities  ","BS32300",2017,5,"323"
"Nova Scotia","Printing and related support activities  ","BS32300",2018,2,"323"
"Nova Scotia","Printing and related support activities  ","BS32300",2019,2,"323"
"Nova Scotia","Printing and related support activities  ","BS32300",2020,1,"323"
"Nova Scotia","Printing and related support activities  ","BS32300",2021,1,"323"
"Nova Scotia","Petroleum and coal product manufacturing  ","BS32400",2012,971,"324"
"Nova Scotia","Petroleum and coal product manufacturing  ","BS32400",2013,836,"324"
"Nova Scotia","Petroleum and coal product manufacturing  ","BS32400",2014,31,"324"
"Nova Scotia","Petroleum and coal product manufacturing  ","BS32400",2015,9,"324"
"Nova Scotia","Petroleum and coal product manufacturing  ","BS32400",2016,8,"324"
"Nova Scotia","Petroleum and coal product manufacturing  ","BS32400",2017,7,"324"
"Nova Scotia","Petroleum and coal product manufacturing  ","BS32400",2018,11,"324"
"Nova Scotia","Petroleum and coal product manufacturing  ","BS32400",2019,7,"324"
"Nova Scotia","Petroleum and coal product manufacturing  ","BS32400",2020,6,"324"
"Nova Scotia","Petroleum and coal product manufacturing  ","BS32400",2021,6,"324"
"Nova Scotia","Basic chemical manufacturing  ","BS32510",2012,14,"3251"
"Nova Scotia","Basic chemical manufacturing  ","BS32510",2013,17,"3251"
"Nova Scotia","Basic chemical manufacturing  ","BS32510",2014,22,"3251"
"Nova Scotia","Basic chemical manufacturing  ","BS32510",2015,1,"3251"
"Nova Scotia","Basic chemical manufacturing  ","BS32510",2016,4,"3251"
"Nova Scotia","Basic chemical manufacturing  ","BS32510",2017,3,"3251"
"Nova Scotia","Basic chemical manufacturing  ","BS32510",2018,3,"3251"
"Nova Scotia","Basic chemical manufacturing  ","BS32510",2019,7,"3251"
"Nova Scotia","Basic chemical manufacturing  ","BS32510",2020,28,"3251"
"Nova Scotia","Basic chemical manufacturing  ","BS32510",2021,32,"3251"
"Nova Scotia","Pesticide, fertilizer and other agricultural chemical manufacturing  ","BS32530",2012,1,"3253"
"Nova Scotia","Pesticide, fertilizer and other agricultural chemical manufacturing  ","BS32530",2013,4,"3253"
"Nova Scotia","Pesticide, fertilizer and other agricultural chemical manufacturing  ","BS32530",2014,2,"3253"
"Nova Scotia","Pesticide, fertilizer and other agricultural chemical manufacturing  ","BS32530",2015,1,"3253"
"Nova Scotia","Pesticide, fertilizer and other agricultural chemical manufacturing  ","BS32530",2016,3,"3253"
"Nova Scotia","Pesticide, fertilizer and other agricultural chemical manufacturing  ","BS32530",2017,4,"3253"
"Nova Scotia","Pesticide, fertilizer and other agricultural chemical manufacturing  ","BS32530",2018,5,"3253"
"Nova Scotia","Pesticide, fertilizer and other agricultural chemical manufacturing  ","BS32530",2019,4,"3253"
"Nova Scotia","Pesticide, fertilizer and other agricultural chemical manufacturing  ","BS32530",2020,5,"3253"
"Nova Scotia","Pesticide, fertilizer and other agricultural chemical manufacturing  ","BS32530",2021,5,"3253"
"Nova Scotia","Pharmaceutical and medicine manufacturing  ","BS32540",2012,2,"3254"
"Nova Scotia","Pharmaceutical and medicine manufacturing  ","BS32540",2013,2,"3254"
"Nova Scotia","Pharmaceutical and medicine manufacturing  ","BS32540",2014,7,"3254"
"Nova Scotia","Pharmaceutical and medicine manufacturing  ","BS32540",2015,4,"3254"
"Nova Scotia","Pharmaceutical and medicine manufacturing  ","BS32540",2016,2,"3254"
"Nova Scotia","Pharmaceutical and medicine manufacturing  ","BS32540",2017,5,"3254"
"Nova Scotia","Pharmaceutical and medicine manufacturing  ","BS32540",2018,2,"3254"
"Nova Scotia","Pharmaceutical and medicine manufacturing  ","BS32540",2019,3,"3254"
"Nova Scotia","Pharmaceutical and medicine manufacturing  ","BS32540",2020,4,"3254"
"Nova Scotia","Pharmaceutical and medicine manufacturing  ","BS32540",2021,5,"3254"
"Nova Scotia","Miscellaneous chemical product manufacturing  ","BS325C0",2012,5,"325A"
"Nova Scotia","Miscellaneous chemical product manufacturing  ","BS325C0",2013,3,"325A"
"Nova Scotia","Miscellaneous chemical product manufacturing  ","BS325C0",2014,2,"325A"
"Nova Scotia","Miscellaneous chemical product manufacturing  ","BS325C0",2015,2,"325A"
"Nova Scotia","Miscellaneous chemical product manufacturing  ","BS325C0",2016,1,"325A"
"Nova Scotia","Miscellaneous chemical product manufacturing  ","BS325C0",2017,1,"325A"
"Nova Scotia","Miscellaneous chemical product manufacturing  ","BS325C0",2018,2,"325A"
"Nova Scotia","Miscellaneous chemical product manufacturing  ","BS325C0",2019,2,"325A"
"Nova Scotia","Miscellaneous chemical product manufacturing  ","BS325C0",2020,2,"325A"
"Nova Scotia","Miscellaneous chemical product manufacturing  ","BS325C0",2021,1,"325A"
"Nova Scotia","Plastic product manufacturing  ","BS32610",2012,6,"3261"
"Nova Scotia","Plastic product manufacturing  ","BS32610",2013,9,"3261"
"Nova Scotia","Plastic product manufacturing  ","BS32610",2014,6,"3261"
"Nova Scotia","Plastic product manufacturing  ","BS32610",2015,6,"3261"
"Nova Scotia","Plastic product manufacturing  ","BS32610",2016,24,"3261"
"Nova Scotia","Plastic product manufacturing  ","BS32610",2017,24,"3261"
"Nova Scotia","Plastic product manufacturing  ","BS32610",2018,41,"3261"
"Nova Scotia","Plastic product manufacturing  ","BS32610",2019,28,"3261"
"Nova Scotia","Plastic product manufacturing  ","BS32610",2020,13,"3261"
"Nova Scotia","Plastic product manufacturing  ","BS32610",2021,16,"3261"
"Nova Scotia","Rubber product manufacturing  ","BS32620",2012,99,"3262"
"Nova Scotia","Rubber product manufacturing  ","BS32620",2013,32,"3262"
"Nova Scotia","Rubber product manufacturing  ","BS32620",2014,48,"3262"
"Nova Scotia","Rubber product manufacturing  ","BS32620",2015,55,"3262"
"Nova Scotia","Rubber product manufacturing  ","BS32620",2016,40,"3262"
"Nova Scotia","Rubber product manufacturing  ","BS32620",2017,44,"3262"
"Nova Scotia","Rubber product manufacturing  ","BS32620",2018,80,"3262"
"Nova Scotia","Rubber product manufacturing  ","BS32620",2019,71,"3262"
"Nova Scotia","Rubber product manufacturing  ","BS32620",2020,32,"3262"
"Nova Scotia","Rubber product manufacturing  ","BS32620",2021,39,"3262"
"Nova Scotia","Non-metallic mineral product manufacturing (except cement and concrete products)  ","BS327A0",2012,11,"327A"
"Nova Scotia","Non-metallic mineral product manufacturing (except cement and concrete products)  ","BS327A0",2013,5,"327A"
"Nova Scotia","Non-metallic mineral product manufacturing (except cement and concrete products)  ","BS327A0",2014,7,"327A"
"Nova Scotia","Non-metallic mineral product manufacturing (except cement and concrete products)  ","BS327A0",2015,12,"327A"
"Nova Scotia","Non-metallic mineral product manufacturing (except cement and concrete products)  ","BS327A0",2016,6,"327A"
"Nova Scotia","Non-metallic mineral product manufacturing (except cement and concrete products)  ","BS327A0",2017,9,"327A"
"Nova Scotia","Non-metallic mineral product manufacturing (except cement and concrete products)  ","BS327A0",2018,11,"327A"
"Nova Scotia","Non-metallic mineral product manufacturing (except cement and concrete products)  ","BS327A0",2019,8,"327A"
"Nova Scotia","Non-metallic mineral product manufacturing (except cement and concrete products)  ","BS327A0",2020,7,"327A"
"Nova Scotia","Non-metallic mineral product manufacturing (except cement and concrete products)  ","BS327A0",2021,8,"327A"
"Nova Scotia","Cement and concrete product manufacturing  ","BS32730",2012,326,"3273"
"Nova Scotia","Cement and concrete product manufacturing  ","BS32730",2013,281,"3273"
"Nova Scotia","Cement and concrete product manufacturing  ","BS32730",2014,286,"3273"
"Nova Scotia","Cement and concrete product manufacturing  ","BS32730",2015,291,"3273"
"Nova Scotia","Cement and concrete product manufacturing  ","BS32730",2016,295,"3273"
"Nova Scotia","Cement and concrete product manufacturing  ","BS32730",2017,235,"3273"
"Nova Scotia","Cement and concrete product manufacturing  ","BS32730",2018,233,"3273"
"Nova Scotia","Cement and concrete product manufacturing  ","BS32730",2019,188,"3273"
"Nova Scotia","Cement and concrete product manufacturing  ","BS32730",2020,190,"3273"
"Nova Scotia","Cement and concrete product manufacturing  ","BS32730",2021,244,"3273"
"Nova Scotia","Primary metal manufacturing  ","BS33100",2012,0,"331"
"Nova Scotia","Primary metal manufacturing  ","BS33100",2013,0,"331"
"Nova Scotia","Primary metal manufacturing  ","BS33100",2014,0,"331"
"Nova Scotia","Primary metal manufacturing  ","BS33100",2015,0,"331"
"Nova Scotia","Primary metal manufacturing  ","BS33100",2016,0,"331"
"Nova Scotia","Primary metal manufacturing  ","BS33100",2017,0,"331"
"Nova Scotia","Primary metal manufacturing  ","BS33100",2018,0,"331"
"Nova Scotia","Primary metal manufacturing  ","BS33100",2019,0,"331"
"Nova Scotia","Primary metal manufacturing  ","BS33100",2020,0,"331"
"Nova Scotia","Primary metal manufacturing  ","BS33100",2021,0,"331"
"Nova Scotia","Fabricated metal product manufacturing  ","BS33200",2012,15,"332"
"Nova Scotia","Fabricated metal product manufacturing  ","BS33200",2013,16,"332"
"Nova Scotia","Fabricated metal product manufacturing  ","BS33200",2014,13,"332"
"Nova Scotia","Fabricated metal product manufacturing  ","BS33200",2015,14,"332"
"Nova Scotia","Fabricated metal product manufacturing  ","BS33200",2016,13,"332"
"Nova Scotia","Fabricated metal product manufacturing  ","BS33200",2017,13,"332"
"Nova Scotia","Fabricated metal product manufacturing  ","BS33200",2018,31,"332"
"Nova Scotia","Fabricated metal product manufacturing  ","BS33200",2019,36,"332"
"Nova Scotia","Fabricated metal product manufacturing  ","BS33200",2020,13,"332"
"Nova Scotia","Fabricated metal product manufacturing  ","BS33200",2021,16,"332"
"Nova Scotia","Machinery manufacturing  ","BS33300",2012,4,"333"
"Nova Scotia","Machinery manufacturing  ","BS33300",2013,5,"333"
"Nova Scotia","Machinery manufacturing  ","BS33300",2014,2,"333"
"Nova Scotia","Machinery manufacturing  ","BS33300",2015,3,"333"
"Nova Scotia","Machinery manufacturing  ","BS33300",2016,3,"333"
"Nova Scotia","Machinery manufacturing  ","BS33300",2017,2,"333"
"Nova Scotia","Machinery manufacturing  ","BS33300",2018,3,"333"
"Nova Scotia","Machinery manufacturing  ","BS33300",2019,4,"333"
"Nova Scotia","Machinery manufacturing  ","BS33300",2020,3,"333"
"Nova Scotia","Machinery manufacturing  ","BS33300",2021,3,"333"
"Nova Scotia","Computer and peripheral equipment manufacturing  ","BS33410",2012,0,"3341"
"Nova Scotia","Computer and peripheral equipment manufacturing  ","BS33410",2013,0,"3341"
"Nova Scotia","Computer and peripheral equipment manufacturing  ","BS33410",2014,0,"3341"
"Nova Scotia","Computer and peripheral equipment manufacturing  ","BS33410",2015,0,"3341"
"Nova Scotia","Computer and peripheral equipment manufacturing  ","BS33410",2016,0,"3341"
"Nova Scotia","Computer and peripheral equipment manufacturing  ","BS33410",2017,0,"3341"
"Nova Scotia","Computer and peripheral equipment manufacturing  ","BS33410",2018,0,"3341"
"Nova Scotia","Computer and peripheral equipment manufacturing  ","BS33410",2019,0,"3341"
"Nova Scotia","Computer and peripheral equipment manufacturing  ","BS33410",2020,0,"3341"
"Nova Scotia","Computer and peripheral equipment manufacturing  ","BS33410",2021,0,"3341"
"Nova Scotia","Electronic product manufacturing  ","BS334B0",2012,2,"334B"
"Nova Scotia","Electronic product manufacturing  ","BS334B0",2013,4,"334B"
"Nova Scotia","Electronic product manufacturing  ","BS334B0",2014,2,"334B"
"Nova Scotia","Electronic product manufacturing  ","BS334B0",2015,1,"334B"
"Nova Scotia","Electronic product manufacturing  ","BS334B0",2016,1,"334B"
"Nova Scotia","Electronic product manufacturing  ","BS334B0",2017,1,"334B"
"Nova Scotia","Electronic product manufacturing  ","BS334B0",2018,1,"334B"
"Nova Scotia","Electronic product manufacturing  ","BS334B0",2019,2,"334B"
"Nova Scotia","Electronic product manufacturing  ","BS334B0",2020,1,"334B"
"Nova Scotia","Electronic product manufacturing  ","BS334B0",2021,1,"334B"
"Nova Scotia","Electrical  equipment and component manufacturing  ","BS335A0",2012,1,"335A"
"Nova Scotia","Electrical  equipment and component manufacturing  ","BS335A0",2013,1,"335A"
"Nova Scotia","Electrical  equipment and component manufacturing  ","BS335A0",2014,1,"335A"
"Nova Scotia","Electrical  equipment and component manufacturing  ","BS335A0",2015,0,"335A"
"Nova Scotia","Electrical  equipment and component manufacturing  ","BS335A0",2016,1,"335A"
"Nova Scotia","Electrical  equipment and component manufacturing  ","BS335A0",2017,1,"335A"
"Nova Scotia","Electrical  equipment and component manufacturing  ","BS335A0",2018,5,"335A"
"Nova Scotia","Electrical  equipment and component manufacturing  ","BS335A0",2019,7,"335A"
"Nova Scotia","Electrical  equipment and component manufacturing  ","BS335A0",2020,1,"335A"
"Nova Scotia","Electrical  equipment and component manufacturing  ","BS335A0",2021,2,"335A"
"Nova Scotia","Household appliance manufacturing  ","BS33520",2012,0,"335"
"Nova Scotia","Household appliance manufacturing  ","BS33520",2013,0,"335"
"Nova Scotia","Household appliance manufacturing  ","BS33520",2014,0,"335"
"Nova Scotia","Household appliance manufacturing  ","BS33520",2015,0,"335"
"Nova Scotia","Household appliance manufacturing  ","BS33520",2016,0,"335"
"Nova Scotia","Household appliance manufacturing  ","BS33520",2017,0,"335"
"Nova Scotia","Household appliance manufacturing  ","BS33520",2018,0,"335"
"Nova Scotia","Household appliance manufacturing  ","BS33520",2019,0,"335"
"Nova Scotia","Household appliance manufacturing  ","BS33520",2020,0,"335"
"Nova Scotia","Household appliance manufacturing  ","BS33520",2021,0,"335"
"Nova Scotia","Motor vehicle manufacturing  ","BS33610",2012,1,"3361"
"Nova Scotia","Motor vehicle manufacturing  ","BS33610",2013,1,"3361"
"Nova Scotia","Motor vehicle manufacturing  ","BS33610",2014,1,"3361"
"Nova Scotia","Motor vehicle manufacturing  ","BS33610",2015,1,"3361"
"Nova Scotia","Motor vehicle manufacturing  ","BS33610",2016,1,"3361"
"Nova Scotia","Motor vehicle manufacturing  ","BS33610",2017,0,"3361"
"Nova Scotia","Motor vehicle manufacturing  ","BS33610",2018,0,"3361"
"Nova Scotia","Motor vehicle manufacturing  ","BS33610",2019,0,"3361"
"Nova Scotia","Motor vehicle manufacturing  ","BS33610",2020,1,"3361"
"Nova Scotia","Motor vehicle manufacturing  ","BS33610",2021,1,"3361"
"Nova Scotia","Motor vehicle body and trailer manufacturing  ","BS33620",2012,0,"3362"
"Nova Scotia","Motor vehicle body and trailer manufacturing  ","BS33620",2013,0,"3362"
"Nova Scotia","Motor vehicle body and trailer manufacturing  ","BS33620",2014,0,"3362"
"Nova Scotia","Motor vehicle body and trailer manufacturing  ","BS33620",2015,0,"3362"
"Nova Scotia","Motor vehicle body and trailer manufacturing  ","BS33620",2016,0,"3362"
"Nova Scotia","Motor vehicle body and trailer manufacturing  ","BS33620",2017,0,"3362"
"Nova Scotia","Motor vehicle body and trailer manufacturing  ","BS33620",2018,1,"3362"
"Nova Scotia","Motor vehicle body and trailer manufacturing  ","BS33620",2019,0,"3362"
"Nova Scotia","Motor vehicle body and trailer manufacturing  ","BS33620",2020,0,"3362"
"Nova Scotia","Motor vehicle body and trailer manufacturing  ","BS33620",2021,0,"3362"
"Nova Scotia","Motor vehicle parts manufacturing  ","BS33630",2012,0,"3363"
"Nova Scotia","Motor vehicle parts manufacturing  ","BS33630",2013,0,"3363"
"Nova Scotia","Motor vehicle parts manufacturing  ","BS33630",2014,0,"3363"
"Nova Scotia","Motor vehicle parts manufacturing  ","BS33630",2015,0,"3363"
"Nova Scotia","Motor vehicle parts manufacturing  ","BS33630",2016,0,"3363"
"Nova Scotia","Motor vehicle parts manufacturing  ","BS33630",2017,0,"3363"
"Nova Scotia","Motor vehicle parts manufacturing  ","BS33630",2018,0,"3363"
"Nova Scotia","Motor vehicle parts manufacturing  ","BS33630",2019,0,"3363"
"Nova Scotia","Motor vehicle parts manufacturing  ","BS33630",2020,0,"3363"
"Nova Scotia","Motor vehicle parts manufacturing  ","BS33630",2021,0,"3363"
"Nova Scotia","Aerospace product and parts manufacturing  ","BS33640",2012,8,"3364"
"Nova Scotia","Aerospace product and parts manufacturing  ","BS33640",2013,8,"3364"
"Nova Scotia","Aerospace product and parts manufacturing  ","BS33640",2014,4,"3364"
"Nova Scotia","Aerospace product and parts manufacturing  ","BS33640",2015,5,"3364"
"Nova Scotia","Aerospace product and parts manufacturing  ","BS33640",2016,10,"3364"
"Nova Scotia","Aerospace product and parts manufacturing  ","BS33640",2017,11,"3364"
"Nova Scotia","Aerospace product and parts manufacturing  ","BS33640",2018,6,"3364"
"Nova Scotia","Aerospace product and parts manufacturing  ","BS33640",2019,7,"3364"
"Nova Scotia","Aerospace product and parts manufacturing  ","BS33640",2020,14,"3364"
"Nova Scotia","Aerospace product and parts manufacturing  ","BS33640",2021,17,"3364"
"Nova Scotia","Railroad rolling stock manufacturing  ","BS33650",2012,0,"3365"
"Nova Scotia","Railroad rolling stock manufacturing  ","BS33650",2013,0,"3365"
"Nova Scotia","Railroad rolling stock manufacturing  ","BS33650",2014,0,"3365"
"Nova Scotia","Railroad rolling stock manufacturing  ","BS33650",2015,0,"3365"
"Nova Scotia","Railroad rolling stock manufacturing  ","BS33650",2016,0,"3365"
"Nova Scotia","Railroad rolling stock manufacturing  ","BS33650",2017,0,"3365"
"Nova Scotia","Railroad rolling stock manufacturing  ","BS33650",2018,0,"3365"
"Nova Scotia","Railroad rolling stock manufacturing  ","BS33650",2019,0,"3365"
"Nova Scotia","Railroad rolling stock manufacturing  ","BS33650",2020,0,"3365"
"Nova Scotia","Railroad rolling stock manufacturing  ","BS33650",2021,0,"3365"
"Nova Scotia","Ship and boat building  ","BS33660",2012,5,"3366"
